VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
WA1F2BFY0M;King;Seattle;WA;98115;2021;AUDI;Q5 E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;43;151977108;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004401
JTJHKCFZXR;King;Seattle;WA;98199;2024;LEXUS;NX;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;37;0;36;258556756;POINT (-122.394185 47.639195);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005600
1G1RF6E49C;Clark;Vancouver;WA;98682;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;17;166212273;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041330
KMHC65LD7J;Cowlitz;Longview;WA;98632;2018;HYUNDAI;IONIQ;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;0;19;192319515;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000706
W1KCG4EB0N;King;Mercer Island;WA;98040;2022;MERCEDES-BENZ;EQS-CLASS SEDAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;233697922;POINT (-122.2377542 47.582905);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024302
YV4H600A9P;King;Seattle;WA;98107;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;36;226069273;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003202
KM8K33AG1M;Cowlitz;Longview;WA;98632;2021;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;19;257104333;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000602
KMHC65LD9L;Thurston;Olympia;WA;98502;2020;HYUNDAI;IONIQ;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;0;35;144773891;POINT (-122.92145 47.045935);PUGET SOUND ENERGY INC;53067011902
KNDRMDLH4R;King;Shoreline;WA;98177;2024;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;32;259055534;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020800
YV4BR0DM8J;King;Woodinville;WA;98072;2018;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;52900;45;348250731;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906
2T3YL4DV5D;King;Kent;WA;98031;2013;TOYOTA;RAV4;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;103;0;33;126663897;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029305
5YJXCBE47H;King;Federal Way;WA;98001;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;0;30;349584630;POINT (-122.2849393 47.3384055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030407
1GYKPTRL6R;Snohomish;Snohomish;WA;98296;2024;CADILLAC;LYRIQ;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;252927629;POINT (-122.15134 47.8851158);PUGET SOUND ENERGY INC;53061052113
5YJSA1CN9C;King;Seattle;WA;98119;2012;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;265;59900;36;348403933;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007001
WA1F2AFY1M;Kitsap;Olalla;WA;98359;2021;AUDI;Q5 E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;26;142069518;POINT (-122.54483 47.41801);PUGET SOUND ENERGY INC;53035092803
1G1RD6S53K;King;Seattle;WA;98122;2019;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;37;193755796;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007800
WBA8E1C52J;King;Renton;WA;98056;2018;BMW;330E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;45600;41;300423063;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025304
WMEFJ9BA5J;King;Seattle;WA;98119;2018;SMART;EQ FORTWO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;58;0;36;195886225;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005902
3FA6P0SU9J;Kitsap;Poulsbo;WA;98370;2018;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;23;148848871;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035090400
YV4H60DW9P;King;Seattle;WA;98107;2023;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;43;219821136;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004800
YV4H600L5N;King;Seattle;WA;98105;2022;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;46;208532355;POINT (-122.319115 47.66132);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004201
YV4BR0CL9L;King;Bellevue;WA;98006;2020;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;41;114819274;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025008
WA16AAGE9R;King;Normandy Park;WA;98166;2024;AUDI;Q8;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;33;249632939;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028600
YV1H60EP0R;King;Seattle;WA;98121;2024;VOLVO;V60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;41;0;36;251950268;POINT (-122.344125 47.61546);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008004
WA13ABGE3M;Clark;Vancouver;WA;98662;2021;AUDI;E-TRON SPORTBACK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;218;0;49;141957847;POINT (-122.5918493 45.6617058);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041203
KNDJP3AE1J;Clark;Vancouver;WA;98682;2018;KIA;SOUL EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;111;33950;17;161937212;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041335
KNDCC3LD8N;Thurston;Olympia;WA;98501;2022;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;22;190677532;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010700
YV4BR00L6M;King;Seattle;WA;98119;2021;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;36;194589076;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006900
3C3CFFGE3K;King;Federal Way;WA;98003;2019;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;30;236366854;POINT (-122.31327 47.32309);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030008
KNDCC3LG5M;King;Seattle;WA;98105;2021;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;168452203;POINT (-122.319115 47.66132);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004101
KNDAEFS5XR;King;Seattle;WA;98117;2024;KIA;EV9;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;260878159;POINT (-122.37275 47.68968);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003100
WMZ23BS0XP;King;Seattle;WA;98102;2023;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;43;232666073;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006100
YV4H600L1N;Clark;Washougal;WA;98671;2022;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;18;251330572;POINT (-122.35465 45.58359);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040510
JA3215H11C;King;Seattle;WA;98144;2012;MITSUBISHI;I-MIEV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;62;0;37;126042164;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008900
2C4RC1N7XN;King;Auburn;WA;98002;2022;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;30;204991783;POINT (-122.222855 47.305065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030700
WP0CH2A75J;King;Sammamish;WA;98074;2018;PORSCHE;PANAMERA;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;184400;45;254562381;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032317
WMZYU7C09L;King;Seattle;WA;98107;2020;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;36;108998277;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003202
WBY73AW06R;King;Bellevue;WA;98004;2024;BMW;I4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;256281196;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023808
KNAGV4LD2J;Clark;Camas;WA;98607;2018;KIA;OPTIMA;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;0;14;195403596;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040603
1FADP3R46G;Clark;Vancouver;WA;98686;2016;FORD;FOCUS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;76;0;17;107013455;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040412
KL8CL6S07F;King;Maple Valley;WA;98038;2015;CHEVROLET;SPARK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;82;0;5;476288613;POINT (-122.05191 47.357985);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032008
KM8KM4AE7N;Clark;Vancouver;WA;98686;2022;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;17;195267726;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812
4JGGM2BB5P;King;Seattle;WA;98119;2023;MERCEDES-BENZ;EQE-CLASS SUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;255500409;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006900
JN1AF0BA9P;King;Kirkland;WA;98034;2023;NISSAN;ARIYA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;244558695;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903
YV4ER3XM8R;King;Seattle;WA;98116;2024;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;34;259766153;POINT (-122.38679 47.56484);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009702
KNDJX3AE6F;King;Seattle;WA;98144;2015;KIA;SOUL;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;93;0;37;243754941;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009500
WBY1Z2C53E;King;Seattle;WA;98103;2014;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;81;0;36;175401334;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003500
1G1FW6S0XK;King;Seattle;WA;98199;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;36;255096495;POINT (-122.394185 47.639195);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005700
W1KCG2DBXP;King;Seattle;WA;98107;2023;MERCEDES-BENZ;EQS-CLASS SEDAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;254670426;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003301
WP1AE2AY8M;King;Renton;WA;98056;2021;PORSCHE;CAYENNE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;41;151998332;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025304
WMZ23BS00N;Kitsap;Seabeck;WA;98380;2022;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;35;194401609;POINT (-122.847462 47.63836);PUGET SOUND ENERGY INC;53035092000
YV4BR0DZXN;Kitsap;Bainbridge Island;WA;98110;2022;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;23;218235251;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090902
WA1LABGEXN;King;Seattle;WA;98119;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;203238997;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006800
JA4J2VA71N;King;Seattle;WA;98118;2022;MITSUBISHI;OUTLANDER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;24;0;37;196260088;POINT (-122.28339 47.549285);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033010302
2C4RC1L74K;Kitsap;Bainbridge Island;WA;98110;2019;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;39995;23;114419329;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090901
WBA33AG09M;King;Lake Forest Park;WA;98155;2021;BMW;530E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;46;168753595;POINT (-122.3175 47.7578146);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021500
SADHC2S17L;King;Seattle;WA;98146;2020;JAGUAR;I-PACE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;234;0;34;319572039;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033012000
YV4H600A7P;King;Bellevue;WA;98006;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;41;240639115;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024905
WA1VABGE6N;Kitsap;Bremerton;WA;98312;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;35;187501415;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080700
1G1RB6E42C;King;Seattle;WA;98112;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;37;109988693;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007700
YV4H60DM7N;King;Seattle;WA;98109;2022;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;36;203154906;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007203
KMHE14L25K;Clark;Vancouver;WA;98686;2019;HYUNDAI;SONATA;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;28;0;17;123218938;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812
JTMAB3FVXR;Thurston;Olympia;WA;98516;2024;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;22;260063933;POINT (-122.7474291 47.0821119);PUGET SOUND ENERGY INC;53067012225
1FTBW1YK7N;Kitsap;Port Orchard;WA;98367;2022;FORD;TRANSIT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;26;223864693;POINT (-122.6847073 47.50524);PUGET SOUND ENERGY INC;53035092102
ZASPATCW0R;Snohomish;Bothell;WA;98021;2024;ALFA ROMEO;TONALE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;1;255024486;POINT (-122.179458 47.802589);PUGET SOUND ENERGY INC;53061051932
WDDVP9AB9G;King;Seattle;WA;98116;2016;MERCEDES-BENZ;B-CLASS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;87;0;34;329166358;POINT (-122.38679 47.56484);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009702
1N4AZ1CV9N;King;Redmond;WA;98052;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;196338852;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022605
JHMZC5F11K;King;Sammamish;WA;98075;2019;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;0;41;125905258;POINT (-122.03309 47.58153);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032216
5YJSA1S18F;King;Seattle;WA;98115;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;0;46;251443083;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002200
WVWPR7AU2H;King;Normandy Park;WA;98166;2017;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;125;0;33;139963232;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028600
WA13AAGE0M;King;Kenmore;WA;98028;2021;AUDI;E-TRON SPORTBACK;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;198852524;POINT (-122.2504747 47.7617128);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022101
WA1LAAGE8N;King;Seattle;WA;98112;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;235231419;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
5YJSA1CP8C;King;Bellevue;WA;98006;2012;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;265;59900;41;202468045;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025008
WA1M2BFZ1P;King;Seattle;WA;98119;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;256144906;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005902
WMZYU7C40J;Island;Oak Harbor;WA;98277;2018;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;12;36800;10;227489349;POINT (-122.6788673 48.2897314);PUGET SOUND ENERGY INC;53029970300
1G1RC6S52G;Clark;Vancouver;WA;98660;2016;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;49;194434327;POINT (-122.675975 45.630465);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041003
2C4RC1L74N;King;Kent;WA;98031;2022;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;47;202970778;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029406
5YJSA1E48H;King;Seattle;WA;98109;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;0;36;203488078;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006703
WBY7Z8C58J;King;Seattle;WA;98199;2018;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;97;0;36;140115944;POINT (-122.394185 47.639195);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005700
KL8CK6S09G;King;Seattle;WA;98115;2016;CHEVROLET;SPARK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;82;0;46;288692939;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002400
YV4BR00K8L;Snohomish;Bothell;WA;98012;2020;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;1;478549984;POINT (-122.1873 47.820245);PUGET SOUND ENERGY INC;53061052107
7FCEHEB75P;King;Kent;WA;98032;2023;RIVIAN;EDV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;33;253395516;POINT (-122.235475 47.3809);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029206
WP1AE2AYXN;King;Sammamish;WA;98074;2022;PORSCHE;CAYENNE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;45;209741451;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032316
WA16AAGE2R;King;Seattle;WA;98119;2024;AUDI;Q8;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;253864453;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007001
KM8KRDDF6R;Kitsap;Poulsbo;WA;98370;2024;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;23;256288042;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035940100
3FMTK1SS3M;King;Sammamish;WA;98075;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;182591804;POINT (-122.03309 47.58153);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032207
1C4RJYE66N;Kitsap;Bainbridge Island;WA;98110;2022;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;23;224600183;POINT (-122.5235781 47.6293323);NO KNOWN ELECTRIC UTILITY SERVICE;53035091001
5YJXCBE48J;King;Hunts Point;WA;98004;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;48;242898995;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024100
KNDC44LA5N;Clark;Camas;WA;98607;2022;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;239993904;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040610
1C4RJYC68N;King;Kirkland;WA;98033;2022;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;45;220532539;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022402
WP0AC2Y11L;King;Hunts Point;WA;98004;2020;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;192;0;48;138492245;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024100
